,ILP,IQP,PIQP
0,0.4932228446934329,0.4932228446934329,0.4207251082251082
1,0.5383363858363859,0.5383363858363859,0.550206043956044
2,0.4419027612409965,0.44190276124099653,0.4611957282913165
3,0.401014788473084,0.401014788473084,0.414047619047619
4,0.4304132016632017,0.4304132016632017,0.4367132867132867
5,0.4316606340818645,0.43166063408186456,0.4469806763285024
6,0.4250250567831213,0.4281996599577244,0.4336081242532856
7,0.4245465634535614,0.42753163808042716,0.4484724355692098
8,0.4270930533279887,0.430034229798577,0.4607909451659451
9,0.4215045211276423,0.42787550863070534,0.4520833333333334
10,0.4289561081118142,0.4345074959587759,0.4523010013469896
11,0.4114273684723024,0.4277266539031501,0.4481309916410763
12,0.4036962622802841,0.4189786696876915,0.4505395351080619
13,0.3912621965528161,0.40708422494223095,0.4148263170002301
14,0.3886178177930046,0.405525292000352,0.4064387882018478
15,0.3933985917004579,0.40916106637037364,0.4106814611154752
16,0.3842470637175729,0.39954012728649857,0.3990548924759451
17,0.3806470009969256,0.40303491189282215,0.403192259368513
18,0.3637996053227444,0.38813493793274334,0.3952688418647375
19,0.3522347499953412,0.37947738317479535,0.38493424762028
20,0.3426251281758234,0.37281754156683367,0.3759472387989012
21,0.3412239218218443,0.37211844057499477,0.3677755709005709
22,0.3367920927265172,0.36841067409784334,0.368159407138536
23,0.3381294323489751,0.3686095684363028,0.3587006326444332
24,0.32950663844641,0.35890435031632695,0.3438730810870832
25,0.3337888187825896,0.3633833800564088,0.3398114403927722
26,0.3312242781447845,0.35830571519975224,0.3351658701609649
27,0.3332523490182563,0.36041889608464633,0.3408912201675359
28,0.3354316916990895,0.36317298515654467,0.3391764588846594
29,0.3357004741386883,0.3623543814452382,0.3344683206730675
30,0.332990563220178,0.35872591718440106,0.3244344638364242
31,0.330926310512749,0.356745356432142,0.3275471054989695
32,0.3275702021847579,0.35509761771995163,0.3290710454136268
33,0.3171262993894125,0.34596949618324013,0.3189040070016511
34,0.3126271435800935,0.3462073045289887,0.3202618425240957
35,0.310969777601753,0.34207127195504544,0.3207150398855811
36,0.3059749502850913,0.3380077227291266,0.31878058707327
37,0.3059673140472165,0.33958748596857047,0.3218868801951626
38,0.3008849287968443,0.3338811143023586,0.3119072917529969
39,0.2949520197201273,0.32912416528655974,0.3131999535148294
40,0.2947305746685749,0.3284603314223101,0.3105723271949254
41,0.2966708436527335,0.32869032770452217,0.3194367066487672
42,0.2910241111690748,0.3250979513145481,0.3175119549944812
43,0.2913737391668533,0.3255056839896639,0.3189754827078771
44,0.2875566524322174,0.3231880705011449,0.3177119593170319
45,0.2829918376013596,0.32004122035895743,0.3140866510504804
46,0.2801324708679473,0.31662933822438444,0.309302779058082
47,0.2808895218949173,0.3179478340124509,0.312454062183304
48,0.277630854199887,0.31406721719269376,0.3065259356924971
49,0.2767273993285082,0.31319767465332204,0.310592694742805
50,0.2750739168192548,0.31195982292780133,0.3093214505877654
51,0.2745931093172439,0.31186263260526326,0.3103227196661682
52,0.2741438860162489,0.3124554303492495,0.3115830076327461
53,0.2722117803693754,0.31132135913996517,0.310919513785622
54,0.2669830550152043,0.30807305207130353,0.307864927069463
55,0.261865272152378,0.3035088334618443,0.3026373735144868
56,0.2631498825525115,0.3027308450537583,0.2996275439099811
57,0.2619669114489678,0.30298778626192224,0.2998124923950404
58,0.2605853162730502,0.3033318840864428,0.3032119916965183
59,0.2572145995106902,0.2992857443887359,0.3011466477133839
60,0.2575580244679666,0.296236094198259,0.2994172583471479
61,0.2552509284324501,0.2934600271732199,0.2993272147029742
62,0.2515469949545126,0.28909911770324126,0.2961941659433948
63,0.2494408473578417,0.2881597720565366,0.2975006209637357
64,0.2527265176694276,0.28951204878417,0.2990135054901461
65,0.2524490041870166,0.2885785723308795,0.2956799186451862
66,0.2543985960738355,0.29001089581378714,0.3012936128354851
67,0.2569454980908608,0.2912240525019197,0.3069851352519229
68,0.2533327970781242,0.28843129754567104,0.3051165040999378
69,0.2523315321491312,0.2869645074476437,0.2982768650702309
70,0.2553324006332846,0.2874751907929434,0.3010637103748066
71,0.2536089532318738,0.2860300040782766,0.2991515710482771
72,0.2537833746697555,0.28628891643987014,0.2958555183017498
73,0.2512952616396037,0.28439689162935267,0.2935023041885932
74,0.2484136743808049,0.28117362444620564,0.2896661090789165
75,0.2463647093686979,0.28053745715808953,0.2868434214662392
76,0.2433527793712064,0.2786038306871694,0.2859885107985936
77,0.2413900578554605,0.27719791719636877,0.2864604447391231
78,0.2412087122461988,0.27576826029189466,0.2861536069886771
79,0.2392904197643815,0.2744571983768815,0.2850698599594401
80,0.2387810942848816,0.27359964515391055,0.2852070893693221
81,0.238519304727259,0.2737247299651948,0.2853401186401229
82,0.237460272663086,0.2722297157870838,0.2820619552682042
83,0.2347015995250338,0.2703300921784744,0.2789000795045566
84,0.2314734972492449,0.26782083289387265,0.2767924815258257
85,0.2292832856409047,0.2656907049854518,0.2740344613822397
86,0.2274439521710778,0.26394220214787634,0.2728440634804508
87,0.2271580350890839,0.26305721123816983,0.2731984870990174
88,0.2249305394636139,0.26183301179104174,0.2722756496207117
89,0.2248409265846239,0.2622527171699482,0.2714452031824459
90,0.2246143617609496,0.261723446488328,0.2716116129533151
91,0.2263974159565576,0.26095662339182396,0.2693111762958541
92,0.2255498943781683,0.2605149366201235,0.2680557866366566
93,0.2247660144879449,0.2597971364461852,0.2676962236591673
94,0.2262756701168982,0.26141001642526873,0.2678695355659822
95,0.2269139835074194,0.2625629390688105,0.2666391666596758
96,0.2256161074076001,0.2613552094402797,0.2678552584132231
97,0.2255836594997504,0.2596160134021693,0.2651326858445669
98,0.2248894699833368,0.2590561455066859,0.2657212272264088
99,0.2236736516536272,0.2576416499118682,0.2650683436167441
100,0.2228355790281129,0.25661076571496577,0.2636757578757547
101,0.2232626873531117,0.2577378862969052,0.2658969235343987
102,0.2214860534610633,0.25539763263738335,0.2640957299303318
103,0.220431077288248,0.2561667767346506,0.2634269586748959
104,0.2213762806544841,0.257552795703721,0.2646165915282236
105,0.2195161496980185,0.25579851504483486,0.2625970844035347
106,0.2200403400321353,0.254323855934016,0.2606293418630572
107,0.2194290397603465,0.25328941954682505,0.2588923573004696
108,0.220088641704609,0.25238633796562315,0.2581250650561241
109,0.2191519806431848,0.2512804396431972,0.2574079240530853
110,0.2182604667788815,0.2493210352074982,0.2557459798346571
111,0.217271229424805,0.24802281744116433,0.2543472576559984
112,0.2138823542604309,0.24717728885392232,0.2524356572240119
113,0.2138716247274474,0.24603508710071673,0.2511595544980515
114,0.2138662300750126,0.2456265314827845,0.24944019788737
115,0.2130701075596079,0.24537716160152398,0.2486944275515485
116,0.2129431830820738,0.24507663852850073,0.2492776843483392
117,0.2120214873074059,0.24525276619559833,0.2496630270026982
