,ILP,IQP,PIQP
0,1.4324897388806892,1.3848763421541013,1.842508517042834
1,1.7863677720450284,1.7418319942689073,2.414214209668526
2,1.9919626481761945,1.9474268704000735,2.718884704272359
3,2.277866146626219,2.2176404152162066,3.277243497591233
4,2.9909942910231626,2.93076855961315,3.916682709636634
5,3.1385143371980893,3.112375605178262,4.147278723522763
6,3.4493176808734973,3.495791100765428,4.351724385736607
7,3.7827640597078216,3.789508761012376,4.628932037490663
8,4.187576863409886,4.19526380725615,5.443363287776802
9,4.323699192519254,4.2975281708481265,5.171475952006205
10,4.611889756649768,4.688055898369501,5.677397330191874
11,4.829743299429269,4.947929414702437,5.922376481468766
12,5.152777901018299,5.218485575751472,6.438824217902429
13,5.185759717973204,5.307970243746732,6.438824217902429
14,5.492797753550351,5.586318583842168,6.800406917272135
15,6.0033612059405375,6.19821826258193,7.513117020229971
16,6.140690556305263,6.293436180965802,7.704723621619301
17,6.266619922686578,6.380455100434185,7.933799546833447
18,6.390585141576484,6.459543788052604,8.157130853734152
19,6.491753010036741,6.500114119815476,8.072521212248645
20,6.827336709881164,6.688294942707417,8.369874322593942
21,6.930743180597638,6.804823915317658,8.287919662595662
22,7.028989656176298,6.99755267193205,8.59861246118522
23,7.188252552034433,7.174540860092611,8.707568014396605
24,7.323888148305258,7.262125107879068,8.707568014396605
25,7.468860157174947,7.55327840985174,8.657665282131171
26,7.725677508861734,7.740564023962234,8.685924240886044
27,7.977533143584249,8.167979864157376,9.466481009858867
28,8.244879840760309,8.352375591278403,9.388975970933997
29,8.647809570608823,8.535610228742007,9.256208534267316
30,8.79065165540445,8.787817660857842,9.572928460896058
31,9.000589789030489,9.139571912277226,9.739979539606898
32,9.387862253404393,9.578875657084586,9.998474328768715
33,9.34676948364642,9.447579629273896,10.141986577177253
34,9.45072287165215,9.57848757190956,10.072650134421885
35,9.602759875316584,9.760119096521121,10.127380279408012
36,9.878717093586127,10.101137603555884,10.810994433885922
37,10.140731763213024,10.314749097179394,10.690326176445556
38,10.219560214069949,10.395943414890723,10.690326176445556
39,10.372164437041125,10.499804218619365,10.972787243206184
40,10.61060197536426,10.609715761906404,11.502440329644635
41,10.774471143460058,11.05775833827732,12.100749944376965
42,10.933728525806988,11.067986509724452,11.830284279695617
43,11.089794459574264,11.146250716065897,12.20691312514983
44,11.21285797272758,11.453056818504077,12.476071672097715
45,11.203227659200056,11.399310935324184,11.933891772148325
46,11.247249864601288,11.612442947934966,11.958479042173328
47,11.547646995986254,12.071338166989388,12.906800034154946
48,11.646334001723362,11.907699531054295,12.422531925532788
49,11.835765127406429,12.036730927724342,12.564505603518716
50,12.041315990932125,12.231786048108207,12.59161345574921
51,12.145933525508305,12.5214572691159,12.609927158061334
52,12.465892335299417,12.558253842800834,12.703369182632542
53,12.503506045951834,12.554927340360113,12.693558083441902
54,12.617984235393244,12.578343809361686,12.693558083441902
55,12.63290957812956,12.657107517163583,12.660891091602126
56,12.889561592913122,12.865317024006384,12.879209072183778
57,13.113481804503412,13.029401243543287,12.704725560222853
58,13.471911978317111,12.975502877462343,13.149338019301627
59,13.515665059876556,13.201415561967204,12.498007895923664
60,13.727517013985263,13.607758776889394,12.979666263591938
61,14.028502671078291,13.33413789438811,13.68066195877077
62,13.98291476130893,13.328881960343603,13.401158871909304
63,14.246085988067884,13.992783355665116,14.268878914940544
64,14.482338516441144,14.3983699918425,14.36134833236747
65,14.664497135509595,14.286244122731452,14.336746396339686
66,15.117294013476169,14.481764250731516,15.68934791426996
67,15.493364328461883,14.631852253014554,15.936721717039935
68,15.64803121190341,14.675515681452627,15.801572403484547
69,15.512364556700078,14.671354522893264,16.0751956551786
70,15.523123278230566,14.640543872944823,15.539849117149991
71,15.592284734861924,15.148740551023838,15.87813390558322
72,15.883671660017637,15.573320387851433,16.136098742507
73,15.95210123017038,15.528255541780414,15.912648208075892
74,15.93424868084066,15.551207786892883,15.945978889818592
75,16.09040327423046,15.699283575887142,16.086689279078488
76,16.41291886280672,15.777015503645117,16.63470293183241
77,16.768462481828873,15.782071942361815,16.175507905793562
78,16.970326135949882,16.014155854440872,16.690071127399136
79,17.004500301952753,16.08911984627879,16.505641188732564
